Doctor Name,Experience,Speciality,Fees,Rating,Locality,City
Dr. Ram Prahlad,8,Oncologist,650,97% ,Mehdipatnam,Hyderabad
Dr. Chilukuri Raviteja,11,Psychiatrist,900,100% ,Kukatpally,Hyderabad
Dr. Ishrath Ahmed,3,Dentist,500,100% ,LB Nagar,Hyderabad
Dr. Naveen Reddy V,14,Neurosurgeon,500,100% ,Chintal,Hyderabad
Dr. Siddharth Venkata Potluri,11,Orthopedist,600,100% ,Manikonda,Hyderabad
Dr. P. Srividya,12,Gynecologist/Obstetrician,500,100% ,Banjara Hills,Hyderabad
Dr. G.Prathyusha,5,Pediatrician,500,100% ,Chanda Nagar,Hyderabad
Dr. Revanth V,14,Radiologist,500,100% ,Pragathi Nagar,Hyderabad
Dr. Anusha Pulla,10,,400,100% ,Kompally,Hyderabad
Dr. Syed Mohd Abdul Aziz,8,General Physician,250,100% ,Old City,Hyderabad
Dr. Jukanti Nava Vikas,6,General Physician,600,64% ,Kompally,Hyderabad
Dr. MVS Keerthi,10,Pulmonologist,600,100% ,Banjara Hills,Hyderabad
Dr. Srinivas B,20,Laparoscopic Surgeon,600,100% ,Secunderabad,Hyderabad
Dr. Gudivaka Satya Priya,7,Gynecologist/Obstetrician,500,100% ,SR Nagar,Hyderabad
Dr. Yashaswi Reddy,8,General Surgeon,600,50% ,Uppal,Hyderabad
Dr. Mekala Flora Vimala,13,Dentist,500,100% ,Bowenpally,Hyderabad
Dr. M S S Keerthi,13,Oncologist,700,50% ,Ecil,Hyderabad
Dr. Manchala Lavanya,6,Gynecologist/Obstetrician,1000,50% ,Gachibowli,Hyderabad
Dr. Murali Krishna SHN,14,Internal Medicine,700,91% ,Nizampet,Hyderabad
Dr. Ankisetti Srikanth Aryasri,9,Dentist,500,74% ,Somajiguda,Hyderabad
Ms. Sharmila Banik,16,Audiologist,700,50% ,Gachibowli,Hyderabad
Dr. S Mounika,5,Ophthalmologist,300,95% ,Sanath Nagar,Hyderabad
Dr. Sowmya Sampurna,9,,700,45% ,Banjara Hills,Hyderabad
Dr. Madhulika,9,Pediatric Surgeon,700,97% ,Banjara Hills,Hyderabad
Dr. Shilpi Reddy,18,Gynecologist/Obstetrician,1000,100% ,Jubilee Hills,Hyderabad
Ms. Lakshmi Tejasvi,12,Dietitian/Nutritionist,750,100% ,Somajiguda,Hyderabad
Dr. Vasudha Kondi,7,Gynecologist/Obstetrician,500,100% ,Nallakunta,Hyderabad
Dr. Shreya Mane   (Physiotherapist),7,Physiotherapist,300,98% ,Attapur,Hyderabad
Ms. Sneha Khelani,6,Psychologist,1500,96% ,Manikonda,Hyderabad
Dr. Aparna,17,Dentist,200,97% ,LB Nagar,Hyderabad
Ms. Anubha Taparia Saraogi,17,Dietitian/Nutritionist,1000,100% ,Gachibowli,Hyderabad
Ms. Gayathri Srinivasan,25,Dietitian/Nutritionist,300,100% ,Manikonda,Hyderabad
Dr. A Kiran Kumar,30,Oncologist,1000,100% ,Madhapur,Hyderabad
Dr. Rashmi S   (Physiotherapist),16,Physiotherapist,500,100% ,Kondapur,Hyderabad
Dr. Lakshmi Kondapalli   (Physiotherapist),4,Physiotherapist,300,100% ,KPHB,Hyderabad
Ms. N V Anjali,4,Dietitian/Nutritionist,700,100% ,Banjara Hills,Hyderabad
Ms. L Susmitha,3,Dietitian/Nutritionist,700,100% ,KPHB,Hyderabad
Dr. Barabaridevender Shririsha   (Physiotherapist),10,Physiotherapist,250,100% ,Banjara Hills,Hyderabad
Ms. Akansha Kabra,3,Psychologist,1500,95% ,Banjara Hills,Hyderabad
Dr. Sayed Junaid Khadri   (Physiotherapist),12,Physiotherapist,250,67% ,Banjara Hills,Hyderabad
Dr. Anisethy Bharat   (Physiotherapist),21,Physiotherapist,250,100% ,Banjara Hills,Hyderabad
Dr. Matheen Asrar   (PhD),12,Dietitian/Nutritionist,700,100% ,East Marredpally,Hyderabad
Dr. Subba Reddy Simuni,10,Neurosurgeon,100,100% ,KPHB,Hyderabad
Dr. Uzma Anis Khan,16,Internal Medicine,900,100% ,Kondapur,Hyderabad
Dr. Ravi Kiran Gorijala,10,Neurosurgeon,700,100% ,Nizampet,Hyderabad
Dr. Shah Rajlakshmi   (Physiotherapist),6,Physiotherapist,750,97% ,Banjara Hills,Hyderabad
Ms. Shveta Kheylani,1,Psychologist,1200,100% ,Manikonda,Hyderabad
Dr. Dragpal Singh Rajput,14,Dentist,500,96% ,Baner,Pune
Dr. Neha A Agrawal,17,Dentist,400,99% ,Wakad,Pune
Dr. Amit Thareja,19,Dentist,400,100% ,Kalyani Nagar,Pune
Dr. Chandrakiran Rajput,16,Dentist,500,95% ,Baner,Pune
Dr. Hemant Patil,16,Dentist,500,93% ,Pimple Saudagar,Pune
Dr. Prajakta More,15,Dentist,300,94% ,Koregaon Park,Pune
Dr. Sandeep Bhirud,34,Dentist,500,98% ,Pimpri-Chinchwad,Pune
Dr. Jyoti Bhirud,28,Dentist,500,98% ,Pimpri-Chinchwad,Pune
Dr. Ankush R. Agrawal,18,Dentist,400,97% ,Wakad,Pune
Dr. Priyanka Agrawal,18,Dentist,300,100% ,Kalyani Nagar,Pune
Dr. Rahul Kathariya,18,Dentist,400,97% ,Baner,Pune
Dr. Vinod Bharati,21,Gynecologist/Obstetrician,700,99% ,Kharadi,Pune
Dr. Deepak Mane,19,Urologist,1200,77% ,Pimpri-Chinchwad,Pune
Dr. Neena Sathe,39,Gynecologist/Obstetrician,1000,95% ,Pimple Saudagar,Pune
Dr. Preeti Kale,23,Gynecologist/Obstetrician,700,94% ,Aundh,Pune
Dr. Amit R. Kale,25,Orthopedist,700,97% ,Aundh,Pune
Dr. Rahul Chaudhari,21,Orthopedist,500,100% ,Pimpri-Chinchwad,Pune
Dr. Rohit Sachitanand Shool,18,Laparoscopic Surgeon,600,95% ,Dhole Patil Road,Pune
Dr. Himesh Gandhi,16,Urologist,1500,93% ,Dhole Patil Road,Pune
Dr. Shardul Date,19,Vascular Surgeon,700,70% ,Pimpri-Chinchwad,Pune
Dr. Abhishek S Patil,18,Orthopedist,1200,99% ,Kharadi,Pune
Dr. Suhas Sudhakar Patil,22,General Surgeon,500,98% ,Pimpri-Chinchwad,Pune
Dr. Pravin Waghmare,17,Orthopedist,1200,97% ,Pimple Saudagar,Pune
Dr. Ajit Subhash Jejurkar,25,Cardiothoracic Surgeon,800,100% ,Pimpri-Chinchwad,Pune
Dr. Deepak Kulkarni,18,Laparoscopic Surgeon,600,96% ,Salunke Vihar,Pune
Dr. Anuradha S Dnyanmote,27,General Surgeon,1000,100% ,Pimple Saudagar,Pune
Dr. Amit M Shah,18,Gynecologist/Obstetrician,500,88% ,Salunke Vihar,Pune
Dr. Vinayak V Kshirsagar,22,General Surgeon,500,80% ,Pimple Saudagar,Pune
Dr. Avinash Phadnis,38,Gynecologist/Obstetrician,1000,79% ,Shivajinagar,Pune
Dr. Kedar Marathe,18,Gynecologist/Obstetrician,1000,78% ,Pimple Saudagar,Pune
Dr. Bijal Mistry,15,Gynecologist/Obstetrician,800,100% ,Pimpri-Chinchwad,Pune
Dr. Bhagirath More,17,Neurosurgeon,1000,100% ,Pimple Saudagar,Pune
Dr. Abhishek Ghosh,23,General Surgeon,700,50% ,Salunke Vihar,Pune
Dr. Aashish Arbat,18,Orthopedist,700,96% ,Shivajinagar,Pune
Dr. Priya Reshma Baxla,15,General Surgeon,700,98% ,Kharadi,Pune
Dr. Nitin Jain,21,Dermatologist,700,97% ,Kothrud,Pune
Dr. Anushree S. Jaiswal,12,Dentist,300,99% ,Baner,Pune
Dr. Hemant Chavan,16,Ayurveda,200,95% ,Pimple Saudagar,Pune
Dr. Manoj Madhukar Deshpande,27,Ayurveda,500,97% ,Shivajinagar,Pune
Dr. Vaseem Choudhary,14,Homoeopath,300,93% ,Hadapsar,Pune
Dr. Abhay Somani,24,Cardiologist,800,90% ,Kothrud,Pune
Dr. Mrunal Godse,15,Dentist,300,96% ,Kothrud,Pune
Dr. Manisha Munemane,28,Gynecologist/Obstetrician,700,94% ,Balewadi,Pune
Dr. Nidhi Pandya,16,Homoeopath,1000,98% ,Pimple Saudagar,Pune
Dr. Vijay Nagdev,13,Dermatologist,700,93% ,Pimpri-Chinchwad,Pune
Dr. Meghana Giri,18,Gynecologist/Obstetrician,400,94% ,Viman Nagar,Pune
Dr. Ratnika Agarwal,11,Dentist,300,98% ,Kharadi,Pune
Dr. Deepesh Gaikwad,16,Homoeopath,600,98% ,Pimple Saudagar,Pune
Dr. Ammbalal Gurram,23,,1000,100% ,Pimpri-Chinchwad,Pune
Dr. Bharati Dhorepatil,40,Gynecologist/Obstetrician,600,89% ,Nagar Road,Pune
Dr. Sonali Nalawade kakade,14,Dentist,500,98% ,Pimpri-Chinchwad,Pune
Dr. Ajay Mootha,22,Dentist,300,100% ,Magarpatta City,Pune
Dr. Rajshree Pokharna,34,Homoeopath,500,95% ,Kharadi,Pune
Dr. Pragati Mirikar,16,Dentist,200,99% ,Wakad,Pune
Dr. Shailesh Doshi,23,Homoeopath,500,95% ,Sadashiv Peth,Pune
Dr. Rahul Redasani,25,Dentist,300,98% ,Bibvewadi,Pune
Dr. Surbhi Bhatia L,18,Dentist,300,97% ,Viman Nagar,Pune
Dr. Sagar Pampattiwar,16,Ayurveda,300,99% ,Baner,Pune
Dr. Makarand Thoke,26,Dentist,400,97% ,Pimple Saudagar,Pune
Dr. Sonali Ghorpade,25,Dentist,400,100% ,Baner,Pune
Dr. Rahul R. Bagrecha,18,Dentist,300,99% ,Kharadi,Pune
Dr. Rohit Jethale,13,Dentist,199,100% ,Kharadi,Pune
Dr. Shardul Sontakke,23,Dentist,300,100% ,Kothrud,Pune
Dr. Nakul Shah,25,Orthopedist,700,96% ,Kothrud,Pune
Dr. Subhash Mustapure,26,Pediatrician,700,99% ,Wakad,Pune
Dr. Neelam Jaiswal,12,Dentist,325,98% ,Kharadi,Pune
Dr. Hemlata Rokade,14,Dentist,200,98% ,Shivajinagar,Pune
Dr. Manish Gandhalikar,13,Orthopedist,500,98% ,Baner,Pune
Dr. Puja Bansal,24,Dentist,300,98% ,Kalyani Nagar,Pune
Dr. Ashish Chinchanikar,16,Dentist,300,98% ,Dhayari,Pune
Dr. Sanket Patil,15,Dentist,500,100% ,Aundh,Pune
Dr. Prajakta,19,Ayurveda,500,96% ,Viman Nagar,Pune
Dr. Chandrashekhar Vasant Phadnis,25,Pediatrician,500,94% ,Aundh,Pune
Dr. Apeksha Devisetty,21,Homoeopath,500,98% ,Senapati Bapat Marg,Pune
Dr. Anuradha Navade,23,Dentist,350,95% ,Vishrantwadi,Pune
Dr. Sana Mokashi,11,Dentist,200,99% ,Pimpri-Chinchwad,Pune
Dr. Shekhar Benade,23,Sexologist,500,95% ,Baner,Pune
Dr. Vishal S Mugal,15,Dentist,300,99% ,Kharadi,Pune
Dr. Shilpa Dane,18,Family Physician,600,85% ,Pimpri-Chinchwad,Pune
Dr. Anjali V. Mugal,14,Dentist,300,100% ,Kharadi,Pune
Dr. Preyas Gaikwad,7,Dentist,100,100% ,Dhanori,Pune
Dr. Pallav bhatia,17,Spine And Pain Specialist,750,99% ,Wakad,Pune
Dr. Narayan Survase,26,General Physician,600,82% ,Wakad,Pune
Dr. Nishant Vyavahare,15,Dentist,500,100% ,Balewadi,Pune
Dr. Mithil Patil,21,Gynecologist/Obstetrician,500,98% ,Balewadi,Pune
Dr. Ankita Gupta,10,Dentist,400,100% ,Wakad,Pune
Dr. Bhushan Chaudhari,18,Psychiatrist,800,96% ,Pimpri-Chinchwad,Pune
Dr. Gaurang Patil,17,Dentist,500,97% ,Baner,Pune
Dr. Siddharth Swarup,17,Dentist,500,98% ,Magarpatta City,Pune
Dr. Navpreet Bhatia,12,Dentist,400,96% ,Hadapsar,Pune
Dr. Yogesh Dattatraya Kaje,16,Urologist,800,94% ,Kharadi,Pune
Dr. Amit Domale,15,Dentist,300,100% ,Koregaon Park,Pune
Dr. Aditi Ravlekar,7,Dentist,100,100% ,Dhanori,Pune
Dr. Aashish A Mathesul,19,Dentist,500,94% ,Kalyani Nagar,Pune
Dr. Heena Sonawane Sharma,13,Dentist,300,100% ,Viman Nagar,Pune
Dr. Vishal Patil,18,Orthopedist,700,90% ,Aundh,Pune
Dr. Renuka Patil Kale   (Physiotherapist),12,Physiotherapist,500,98% ,Vishrantwadi,Pune
Dr. Amol L Dange,19,Internal Medicine,600,88% ,Wakad,Pune
Dr. Ananya Dhar,7,Psychiatrist,1200,98% ,Kalyani Nagar,Pune
Dr. Ishan R Shevate,12,Orthopedist,700,100% ,Baner,Pune
Dr. Aejaz Merchant,7,Dentist,300,100% ,Kalyani Nagar,Pune
Dr. Nagendra Singh Rathore,18,Dentist,700,100% ,Aundh,Pune
Dr. Sanjay. D. Waghmare,26,Dentist,300,97% ,Bibvewadi,Pune
Dr. Swati Udayan Mane,14,Dentist,300,100% ,Katraj,Pune
Dr. Anuj I Gajbhiye,10,Orthopedist,600,92% ,Viman Nagar,Pune
Dr. Rohan Jahagirdar,15,Psychiatrist,1000,100% ,Pimpri-Chinchwad,Pune
Dr. Kush Sahu,10,Dentist,400,100% ,Wakad,Pune
Dr. Madhavi Satav Chavan,16,Ayurveda,300,100% ,Pimpri-Chinchwad,Pune
Dr. Mahesh S Pawar,23,Ayurveda,500,100% ,Viman Nagar,Pune
Dr. Vaishali Umap,25,Gynecologist/Obstetrician,500,80% ,Wakad,Pune
Dr. Amruta Kolte Chaudhary,11,Dentist,200,100% ,Balewadi,Pune
Dr. Priyanka Bansal,14,Dentist,400,99% ,Wakad,Pune
Dr. Sonal Chavan,17,Dermatologist,700,90% ,Pimple Saudagar,Pune
Dr. Rupali Sonkar,21,Dentist,300,100% ,Viman Nagar,Pune
Dr. Kaveri Mootha,17,Dentist,300,92% ,Magarpatta City,Pune
Dr. Sangeeta Waghmode,22,Ayurveda,500,99% ,Sinhagad Road,Pune
Dr. Neha Bagrecha,19,Dentist,300,100% ,Kharadi,Pune
Dr. Kishore Pandit,26,Gynecologist/Obstetrician,1400,99% ,Aundh,Pune
Dr. Shalini Vijay,20,Gynecologist/Obstetrician,400,98% ,Undri,Pune
Dr. Nisha R. Patil,20,Dentist,300,98% ,Dhanori,Pune
Dr. Vikram Deshmukh,25,Dentist,300,95% ,Nanded City,Pune
Dr. Chaitrali Joshi,5,Dentist,200,94% ,Akurdi,Pune
Dr. Onkar Anantrao,11,Dentist,300,100% ,Kothrud,Pune
Dr. Rabiya Bashi,10,Dentist,200,95% ,Salunke Vihar,Pune
Dr. Mangesh Kadu Patil,12,Dentist,200,98% ,Wakad,Pune
Dr. Kinjal Gathani Kotadia,12,Dentist,200,100% ,Bibvewadi,Pune
Dr. Vijay Kumar S Mete,20,Gynecologist/Obstetrician,500,88% ,Pimpri-Chinchwad,Pune
Dr. Nilesh Jadhav,20,Ayurveda,200,99% ,Wanowrie,Pune
Dr. Devisetty,24,Homoeopath,500,95% ,Senapati Bapat Marg,Pune
Dr. Bilal Shaikh,7,Dentist,200,100% ,NIBM,Pune
Dr. Akshaya Chinchanikar,12,Dentist,300,100% ,Dhayari,Pune
Dr. Pradeep R Chaudhari,15,Ayurveda,400,100% ,Baner,Pune
Dr. Anand  V Ghiya,27,General Surgeon,400,91% ,Karve Nagar,Pune
Dr. Manju Patel,12,Dentist,300,99% ,Wakad,Pune
Dr. Vaishali Pagare,14,Dentist,300,100% ,Dhanori,Pune
Dr. Shruti Rothe Patil,14,Gynecologist/Obstetrician,500,95% ,Aundh,Pune
Dr. Neelkanth G  Belvi,27,Gynecologist/Obstetrician,400,96% ,Wanowrie,Pune
Dr. Dipti Jaju,12,Dentist,300,99% ,Pimple Nilakh,Pune
Dr. Sarvesh R Jaiswal,15,Dentist,300,98% ,Baner,Pune
Dr. P Madhu Rao,15,Ayurveda,500,100% ,Pimpri-Chinchwad,Pune
Dr. Supriya Patil,19,Dentist,250,94% ,Dhanori,Pune
Dr. Sumit Gupta   (Physiotherapist),18,Physiotherapist,500,76% ,Baner,Pune
Dr. Yogesh Jadhav,14,Pediatrician,500,100% ,Wakad,Pune
Dr. Ambarish Kulkarni,21,Dentist,200,100% ,Swargate,Pune
Dr. Mustafa  Shakir,23,General Surgeon,600,100% ,Undri,Pune
Dr. Akshay Bhavthankar,12,Dentist,300,100% ,Bavdhan,Pune
Dr. Kshitija Bhujbal,14,Homoeopath,300,99% ,Chandan Nagar,Pune
Dr. Afshan,19,Gynecologist/Obstetrician,400,96% ,Kondhwa,Pune
Dr. Anand Yannawar,19,Pulmonologist,700,96% ,Pimple Saudagar,Pune
Dr. Aniket K Shah,14,Ear-Nose-Throat (ENT) Specialist,800,100% ,Kharadi,Pune
Dr. Vaibhav D. Pandharkar,20,Pulmonologist,900,95% ,Kharadi,Pune
Dr. Ajitkumar Jadhav,15,Cardiologist,700,88% ,Pimple Saudagar,Pune
Dr. Sumedh Giri,21,Pediatrician,500,97% ,Kharadi,Pune
Dr. Rashmi Motiram Bhamare,14,Gynecologist/Obstetrician,500,93% ,Baner Road,Pune
Dr. Nikita Kaushal,10,Dentist,300,99% ,Hinjewadi,Pune
Dr. Sagar Patil,12,Dentist,300,98% ,Wakad,Pune
Dr. Gayatri Nagdev,13,Dentist,1001,100% ,Kharadi,Pune
Dr. Abhay Bhosale,13,Dentist,200,99% ,Kharadi,Pune
Dr. Ashish Bandewar,22,Dentist,500,99% ,Pimple Saudagar,Pune
Dr. Jagdish Dhake,10,Orthopedist,600,100% ,Bibvewadi,Pune
Dr. Prannoy Kunde,13,Dentist,300,97% ,Viman Nagar,Pune
Dr. Rohit Ravasaheb Kamate,9,Dentist,200,100% ,Hinjewadi,Pune
Dr. Rachita Domale,16,Dentist,300,100% ,Koregaon Park,Pune
Dr. Abhijit Bagalkot,12,Dentist,250,100% ,Kharadi,Pune
Dr. Avanti Hansalia,17,Dentist,300,99% ,Baner Road,Pune
Dr. Neha Bandewar,16,Dentist,500,97% ,Pimple Saudagar,Pune
Dr. Bhushan Mahajan,8,Dentist,300,100% ,Pimple Saudagar,Pune
Dr. Sheetal V Binawade,21,Sexologist,1200,95% ,Paud Road,Pune
Dr. Piyush Biyani,11,Dentist,400,100% ,Aundh,Pune
Dr. Abhay Mali,12,Diabetologist,800,98% ,Wakad,Pune
Dr. Md Shadab Alam   (Physiotherapist),12,Physiotherapist,400,100% ,Kharadi,Pune
Dr. Nikhil  Phade,14,Orthopedist,500,93% ,Pimple Nilakh,Pune
Dr. Akshay Sakhare,10,Dentist,1001,100% ,Kharadi,Pune
Dr. Poonam Prashant Patole,17,Gynecologist/Obstetrician,600,86% ,Wakad,Pune
Dr. Sneha Rachha,7,Dentist,300,100% ,Kothrud,Pune
Dr. Sneha Rachha,7,Dentist,300,100% ,Kothrud,Pune
Dr. Deepak Jeswani,15,Pediatrician,500,99% ,Hadapsar,Pune
Dr. Rahul Chavan,16,Pulmonologist,800,92% ,Baner,Pune
Dr. Shailendra Supekar,7,Dentist,500,99% ,Kharadi,Pune
Dr. Aditya Jadhav,8,Dentist,300,100% ,Kothrud,Pune
Dr. Nandkumar Banait,30,Pediatrician,500,90% ,Thergaon,Pune
Dr. Sandeep Agarwal,10,General Surgeon,650,64% ,Camp,Pune
Dr. Sandeep J Kadam,16,Cardiologist,900,93% ,Baner,Pune
Dr. Sabarni Arshaj Gaikwad,13,Dentist,500,100% ,Wakad,Pune
Dr. Santosh Martande,14,Dentist,300,100% ,Pimple Nilakh,Pune
Dr. Ashutosh Jaysing Thorat,10,Dentist,200,100% ,Hadapsar,Pune
Dr. Arun Mhaske,15,Dentist,300,100% ,Viman Nagar,Pune
Dr. Preeti Dubbewar   (Physiotherapist),18,Physiotherapist,250,97% ,Hinjewadi,Pune
Dr. Nihal D. Devkar,22,Dentist,300,100% ,Kothrud,Pune
Dr. Sweety Rajendra Jain,14,Dentist,200,100% ,Pimpri-Chinchwad,Pune
Dr. Makarand Borikar,24,Orthopedist,500,78% ,Warje,Pune
Dr. Rajesh K. Bawaskar,16,Gynecologist/Obstetrician,1000,96% ,Wakad,Pune
Dr. Pallavi Joshi Bhaik,20,Gynecologist/Obstetrician,500,92% ,Kothrud,Pune
Dr. Achyut Chinnawar,7,Dentist,300,100% ,Wakad,Pune
Dr. Manoj M.Bauskar,19,Ear-Nose-Throat (ENT) Specialist,500,95% ,Satara Road,Pune
Dr. Prasad R Padiyar,9,Dentist,300,100% ,Kothrud,Pune
Dr. Anisha Yadav   (Physiotherapist),14,Physiotherapist,800,100% ,Viman Nagar,Pune
Dr. Ramit Kamate,16,Gynecologist/Obstetrician,900,89% ,Balewadi,Pune
Dr. Prachi Bafna,13,Dentist,350,100% ,Pashan,Pune
Dr. Sunny Deshmukh,14,Dentist,1001,100% ,Kharadi,Pune
Dr. Swapnil Mugade,12,Dentist,300,100% ,Bavdhan,Pune
Dr. Ashish Joshi,8,Dentist,300,100% ,Keshav Nagar,Pune
Dr. Shefali Parekh,12,Dentist,300,100% ,Sinhagad Road,Pune
Dr. Manish Jawale,26,Homoeopath,800,100% ,Nigdi,Pune
Dr. Amol Thorat Dinkar,23,Dentist,300,90% ,Kharadi,Pune
Dr. Swati A. Gaikwad,17,Gynecologist/Obstetrician,500,86% ,Wagholi,Pune
Dr. Tejashree Pangare,13,Dentist,300,94% ,Lohegaon,Pune
Dr. Pramila S. Gabhale,15,Dentist,300,100% ,Dhanori,Pune
Dr. Nikhil Mahadar,16,Gynecologist/Obstetrician,400,99% ,Wakad,Pune
Dr. Bipin Muley,14,Dentist,300,85% ,Lohegaon,Pune
Dr. Rohan Talathi,15,Dentist,500,95% ,Pashan,Pune
Dr. Sujata Pingale,19,Dentist,200,100% ,Chikhali,Pune
Dr. Rohan Pulgaonkar,12,Dentist,300,94% ,Kharadi,Pune
Dr. Vaishali Sachin Dudhal,18,Homoeopath,400,100% ,Pimpri-Chinchwad,Pune
Dr. Sunita Pandit,31,Ayurveda,350,50% ,Aundh,Pune
Dr. Sushma Dhaka,15,Gynecologist/Obstetrician,400,97% ,Dhanori,Pune
Dr. Supriya N,9,Dentist,200,99% ,Wakad,Pune
Dr. Pratima J Singh,16,General Physician,500,80% ,Kharadi,Pune
Dr. Rohini Abhay Somani,23,Gynecologist/Obstetrician,600,100% ,Kothrud,Pune
Dr. Amreen Khan,8,Dentist,200,100% ,Kharadi,Pune
Dr. Shadab Khan,6,Dentist,300,100% ,Kharadi,Pune
Dr. Manjusha Deshmukh,25,Ayurveda,300,99% ,Bibvewadi,Pune
Dr. Gauri J Bhandari,15,Dentist,300,100% ,Viman Nagar,Pune
Dr. Sachin M Jadhav,24,Gynecologist/Obstetrician,750,100% ,Aundh,Pune
Dr. Srujan Topale,11,Pediatrician,400,99% ,Kharadi,Pune
Dr. Rohan Gundecha,7,Pediatrician,500,100% ,Kondhwa,Pune
Dr. Madhavi Krishnarao Salunkhe,21,Dermatologist,700,100% ,Shivajinagar,Pune
Dr. Kunjir Nana Gokul,17,Pulmonologist,800,92% ,Hadapsar,Pune
Dr. Rupali Gakhare,12,Dentist,500,100% ,Bavdhan,Pune
Dr. Nilam Lohar,13,Dentist,300,100% ,Wakad,Pune
Dr. Nootan Shukla,10,Dentist,300,97% ,Viman Nagar,Pune
Dr. Prachi Shambharkar,9,Dentist,300,100% ,Lohegaon,Pune
Dr. Anagha Behere,28,Ophthalmologist,600,99% ,Aundh,Pune
Dr. Vivek Shejole,9,General Physician,500,100% ,Baner,Pune
Dr. Swathi Pissay Martande,11,Dentist,300,100% ,Pimple Nilakh,Pune
Dr. Ashok B,19,Pulmonologist,800,100% ,Kalyani Nagar,Pune
Dr. Farzana Lateef Shaikh,30,Pediatrician,600,91% ,Kalyani Nagar,Pune
Dr. Pratik Raut,9,Dentist,1001,100% ,Kharadi,Pune
Dr. Rashmi Narnawale,13,Homoeopath,300,100% ,Wakad,Pune
Dr. Amrin Jibrail Diwan,11,Trichologist,700,97% ,Kalyani Nagar,Pune
Dr. Vinod Kambli,20,Dentist,1001,96% ,Kharadi,Pune
Dr. Neelam R Kadam,13,General Physician,400,89% ,Ravet,Pune
Dr. Rahul Wagh,14,Oncologist,1000,100% ,Kalyani Nagar,Pune
Dr. Manoj Kocheta,21,Ayurveda,500,100% ,Bibvewadi,Pune
Dr. Satish Chavan,10,General Physician,500,99% ,Baner,Pune
Dr. Mohan Darbastwar,16,Dermatologist,700,96% ,Koregaon Park,Pune
Dr. Pradip Thorat,8,Dentist,1001,100% ,Kharadi,Pune
Dr. Usha Kiran Gaikwad,40,Gynecologist/Obstetrician,500,100% ,Hadapsar,Pune
Dr. Rasika Dhaygude,7,Dentist,500,100% ,Kothrud,Pune
Dr. Vipul Jaiswal,17,Ayurveda,600,100% ,Pimpri-Chinchwad,Pune
Dr. Ujwala Choudhary,21,,500,86% ,Kharadi,Pune
Dr. Jyoti Dekate,19,Gynecologist/Obstetrician,600,96% ,Wakad,Pune
Dr. Sunil Palve,10,Urologist,1000,100% ,Pimple Nilakh,Pune
Dr. Shikha Gandhi,11,Dentist,1001,97% ,Kharadi,Pune
Dr. Vinod Midha,39,General Physician,550,80% ,Viman Nagar,Pune
Dr. Vaishali Nasare,24,Homoeopath,350,88% ,Hadapsar,Pune
Dr. Anil Keskar,11,Urologist,700,95% ,Keshav Nagar,Pune
Dr. Parag Vijay Gulhane,16,Urologist,600,88% ,Hadapsar,Pune
Dr. Sonali Rawal,20,Gynecologist/Obstetrician,700,92% ,Wakad,Pune
Dr. Sheetal Kawade   (Physiotherapist),8,Physiotherapist,400,100% ,Hadapsar,Pune
Dr. Vaishali Makrand Thoke,25,Dentist,400,97% ,Pimple Saudagar,Pune
Dr. Aditya Sharma,4,Dentist,200,88% ,Pimple Saudagar,Pune
Dr. Ganesh,14,Dentist,200,97% ,Aundh,Pune
Dr. Mangesh Gaikwad,11,Cardiologist,600,100% ,Hadapsar,Pune
Dr. Sumit Parsewar,10,Hair Transplant Surgeon,700,98% ,Baner,Pune
Dr. Tushar Adkar,11,Pediatrician,500,100% ,Ravet,Pune
Dr. Shashiraj,14,Ear-Nose-Throat (ENT) Specialist,500,94% ,Kharadi,Pune
Dr. Minal Niswade,11,Dentist,400,100% ,Aundh,Pune
Dr. Kavita Bade Sonwane,12,Dentist,300,100% ,Wagholi,Pune
Dr. Parag Kulkarni,12,Ayurveda,299,100% ,Dhole Patil Road,Pune
Dr. Ambarish A Mathesul,19,Orthopedist,700,88% ,Wadgaon Sheri,Pune
Dr. Rutuja Gawali,7,Dentist,200,100% ,Karve Nagar,Pune
Dr. Tushar Nair,7,Dentist,200,100% ,Wakad,Pune
Dr. Milind Darda,25,Dentist,500,97% ,Shivajinagar,Pune
Dr. Shailaja Desai,14,Cosmetologist,700,90% ,Sopan Baug,Pune
Dr. Ajay More,8,Dermatologist,700,100% ,Kothrud,Pune
Dr. Hrishikesh Bhujbal,16,Homoeopath,300,97% ,Viman Nagar,Pune
Dr. Vishu A.Gupta,16,Dentist,500,100% ,Aundh,Pune
Dr. Ashvini Phadnis,16,Dentist,400,100% ,Aundh,Pune
Dr. Prathamesh Naik,8,Homoeopath,600,100% ,Erandwane,Pune
Dr. Sushil Chaudhary,13,Cosmetologist,600,91% ,Pimple Saudagar,Pune
Dr. Sheetal Dipesh Gaikwad,10,Homoeopath,600,100% ,Pimple Saudagar,Pune
Dr. Vishakha Lal,4,Dentist,300,100% ,Sasanenagar,Pune
Dr. Arvind Mehare,21,Ayurveda,400,80% ,Sinhagad Road,Pune
Dr. Punit,5,Dermatologist,700,100% ,Shivajinagar,Pune
Dr. Prashant Gupta,8,Dentist,200,100% ,Kartraj,Pune
Dr. Ritesh Kumar Singh,15,Dentist,300,100% ,Pimple Saudagar,Pune
