Doctor Name,Experience,Speciality,Fees,Rating,Locality,City
Dr. Mukesh Budhwani,21,general physician,650,87% ,Viman Nagar,Pune
Dr. Manoj Naik,37,general physician,500,67% ,Deccan Gymkhana,Pune
Dr. Amit Sakaria,19,general physician,600,94% ,Kalyani Nagar,Pune
Dr. Nilanjan Banerjee,26,general physician,600,100% ,Wanowrie,Pune
Dr. Reshu Agrawal,16,general physician,550,84% ,Baner,Pune
Dr. Sameer Sahay,15,general physician,2000,99% ,Koregaon Park,Pune
Dr. Prashant. A. Mutalik,26,general physician,200,97% ,Bhavani Peth,Pune
Dr. Suresh Kumar Sinha,43,general physician,1000,67% ,Pimpri-Chinchwad,Pune
Dr. Shilpa Dane,18,general physician,600,85% ,Pimpri-Chinchwad,Pune
Dr. Shashi Bhushan Lt Col (Retd),20,general physician,600,100% ,Wakad,Pune
Dr. Ravindra Chhajed,28,general physician,700,98% ,Market Yard,Pune
Dr. Govinda N,19,general physician,300,50% ,Sasanenagar,Pune
Dr. Amol L Dange,19,general physician,600,88% ,Wakad,Pune
Dr. Atul Bhasme,18,general physician,500,93% ,Wagholi,Pune
Dr. Piyush Lodha,10,general physician,800,100% ,Swargate,Pune
Dr. Abhijeet Baldota,13,general physician,800,96% ,Aundh,Pune
Dr. Mahavir Bagrecha,15,general physician,700,98% ,Pimpri-Chinchwad,Pune
Dr. Rama Joshirao Paranjape,10,general physician,500,100% ,Karve Nagar,Pune
Dr. Laxmikant Kaotekwar,19,general physician,1500,100% ,Fatima Nagar,Pune
Dr. Prathamesh Teje,4,general physician,750,92% ,Pimpri-Chinchwad,Pune
Dr. Pankaj Changedia,24,general physician,500,100% ,Kharadi,Pune
Dr. Mahima  M Darda,14,general physician,500,98% ,Wanowrie,Pune
Dr. Rahul Jalgaonkar,25,general physician,1500,88% ,Wakad,Pune
Dr. Anand Kalaskar,23,general physician,650,97% ,Nigdi,Pune
Dr. Kapil Patwardhan,18,general physician,600,87% ,Nagar Road,Pune
Dr. Kavita Ramnivas,29,general physician,500,85% ,Hadapsar,Pune
Dr. Chinmay Naik,11,general physician,700,99% ,Sadashiv Peth,Pune
Dr. Rangoli Jirwankar,8,general physician,400,100% ,Wagholi,Pune
Dr. Rasika Thakare,8,general physician,600,96% ,Baner,Pune
Dr. Nilesh Giri,9,general physician,1000,100% ,Pimpri-Chinchwad,Pune
Dr. Prashant Gaikwad,8,general physician,1000,100% ,Pimpri-Chinchwad,Pune
Dr. Rohan Suman,11,general physician,500,99% ,Hinjewadi,Pune
Dr. Mukesh Sood,44,general physician,300,86% ,Kharadi,Pune
Dr. Vilas Gaikwad,40,general physician,500,100% ,Hadapsar,Pune
Dr. Kalpana Chhajed,25,general physician,700,100% ,Market Yard,Pune
Dr. Mangesh K Chavan,7,general physician,400,93% ,Kharadi,Pune
Dr. Greeshma Bhandari,20,general physician,400,100% ,Wakad,Pune
Dr. Pratibha Yogesh Walde,21,general physician,650,100% ,Kharadi,Pune
Dr. Megha Kait,14,general physician,300,100% ,Dhanori,Pune
Dr. Sushant Shinde,17,general physician,300,100% ,Loni Kalbhor,Pune
Dr. Anup Suresh Latne,11,general physician,500,100% ,Pimpri-Chinchwad,Pune
Dr. Palve Amit Hanumanrao,10,general physician,600,75% ,Kharadi,Pune
Dr. Shailaja Desai,14,general physician,700,90% ,Sopan Baug,Pune
Dr. Kiran Sudhare,15,general physician,500,50% ,Nigdi,Pune
Dr. Deepti K,14,general physician,500,80% ,Kharadi,Pune
Dr. Meghana Pande,17,general physician,400,100% ,Hadapsar,Pune
Dr. Rahul Gaikwad,11,general physician,500,20% ,Moshi,Pune
Dr. Sheetal Mahajani,32,general physician,800,100% ,Nagar Road,Pune
Dr. Yash Khanvilkar,9,general physician,600,100% ,Pimple Nilakh,Pune
Dr. Rahul Kulkarni,14,general physician,500,100% ,Hadapsar,Pune
Dr. Samruddhi Dilip,2,general physician,400,100% ,Kharadi,Pune
Dr. Rohit Sachitanand Shool,18,general surgeon,600,100% ,Dhole Patil Road,Pune
Dr. Sushil Deshmukh,15,general surgeon,800,93% ,Kharadi,Pune
Dr. Suhas Sudhakar Patil,22,general surgeon,600,98% ,Baner,Pune
Dr. Ajit Subhash Jejurkar,25,general surgeon,800,100% ,Pimpri-Chinchwad,Pune
Dr. Deepak Kulkarni,18,general surgeon,600,96% ,Salunke Vihar,Pune
Dr. Anuradha S Dnyanmote,27,general surgeon,1000,100% ,Pimple Saudagar,Pune
Dr. Vinayak V Kshirsagar,22,general surgeon,500,80% ,Pimple Saudagar,Pune
Dr. Kunal Oswal,21,general surgeon,700,90% ,Hadapsar,Pune
Dr. Anand  V Ghiya,27,general surgeon,400,91% ,Karve Nagar,Pune
Dr. Mustafa  Shakir,23,general surgeon,600,100% ,Undri,Pune
Dr. Sandeep Agarwal,10,general surgeon,650,64% ,Camp,Pune
Dr. Ajay Devershi,13,general surgeon,600,100% ,Kharadi,Pune
Dr. Swati Sulakshane,21,general surgeon,600,99% ,Aundh,Pune
Dr. Shrihari Dhorepatil,42,general surgeon,600,77% ,Kharadi,Pune
Dr. Advait Kothurkar,27,general surgeon,750,97% ,Deccan Gymkhana,Pune
Dr. Rakesh Ranjan,15,general surgeon,1250,89% ,Pimpri-Chinchwad,Pune
Dr. Bipin B Vibhute,14,general surgeon,1500,100% ,Deccan Gymkhana,Pune
Dr. Vinod Gore,24,general surgeon,900,98% ,Deccan Gymkhana,Pune
Dr. Sanjay Kolte,26,general surgeon,700,94% ,Aundh,Pune
Dr. Sachin Sharad Vaze,18,general surgeon,1000,100% ,Camp,Pune
Dr. Sudhir A Jadhav,19,general surgeon,650,99% ,Kharadi,Pune
Dr. Neeraj Rayate,25,general surgeon,500,63% ,Baner,Pune
Dr. Harshawardhan Oak,16,general surgeon,1000,95% ,Pimpri-Chinchwad,Pune
Dr. Girish Bapat,30,general surgeon,1000,97% ,Kothrud,Pune
Dr. Avinash Vagha,38,general surgeon,750,99% ,Swargate,Pune
Dr. Pushparaj S. Karmarkar,39,general surgeon,700,97% ,Kothrud,Pune
Dr. Shashikant  Bhange,29,general surgeon,1000,76% ,Kharadi,Pune
Dr. Ashish Kumar Shrivastav,23,general surgeon,800,100% ,Sadashiv Peth,Pune
Dr. Pradeep Jadhav,18,general surgeon,500,100% ,Hadapsar,Pune
Dr. Kavita Varma,26,general surgeon,550,100% ,Baner,Pune
Dr. Raiba Deshmukh,7,general surgeon,500,100% ,Pashan,Pune
Dr. S P SIngh,19,general surgeon,600,82% ,Nagar Road,Pune
Dr. Manish Srivastav,20,general surgeon,1000,100% ,Pimpri-Chinchwad,Pune
Dr. Kundan Kharde,16,general surgeon,600,94% ,Pimple Nilakh,Pune
Dr. Mukund Manohar Joshi,38,general surgeon,750,100% ,Shivajinagar,Pune
Dr. Mandar Dhamangaonkar,17,general surgeon,600,100% ,Wakad,Pune
Dr. Paritosha Thakar,20,general surgeon,1000,100% ,Baner,Pune
Dr. Suhasini Jadhav,11,general surgeon,700,95% ,Kharadi,Pune
Dr. Shashank Adgudwar,10,general surgeon,500,100% ,Baner,Pune
Dr. Avishkar Barase,17,general surgeon,500,100% ,Wakad,Pune
Dr. Swati Suradkar,16,general surgeon,900,100% ,Kharadi,Pune
Dr. Swapnil Babde,12,general surgeon,600,100% ,Hadapsar,Pune
Dr. Deepak Narnaware,19,general surgeon,400,67% ,Wagholi,Pune
Dr. Aniket Zarkar,14,general surgeon,300,100% ,Loni Kalbhor,Pune
Dr. Rahul Chaudhari,12,spine surgeon (ortho),500,97% ,Pimpri-Chinchwad,Pune
Dr. Abhishek S Patil,21,spine surgeon (ortho),500,99% ,Kharadi,Pune
Dr. Anuj I Gajbhiye,18,spine surgeon (ortho),1200,92% ,Viman Nagar,Pune
Dr. Ambarish A Mathesul,10,spine surgeon (ortho),600,88% ,Wadgaon Sheri,Pune
Dr. Ashwinkumar Khandge,19,spine surgeon (ortho),700,100% ,Pimple Gurav,Pune
Dr. Rahul Patil,14,spine surgeon (ortho),700,100% ,Wakad,Pune
Dr. Shriknt Dalal,17,spine surgeon (ortho),1000,100% ,Baner,Pune
Dr. Shrirang Kulkarni,14,spine surgeon (ortho),1000,87% ,Pimpri-Chinchwad,Pune
Dr. Ramesh Ranka,22,spine surgeon (ortho),1000,89% ,Swargate,Pune
Dr. Sachin Pathak,26,spine surgeon (ortho),750,100% ,Shivajinagar,Pune
Dr. Kedar Deogaonkar,28,spine surgeon (ortho),1000,88% ,Baner,Pune
Dr. Pallav bhatia,17,spine surgeon (ortho),750,99% ,Wakad,Pune
Dr. Anand Kavi,24,spine surgeon (ortho),500,86% ,Sadashiv Peth,Pune
Dr. Vinayak Garje,9,spine surgeon (ortho),750,100% ,Swargate,Pune
Dr. Pravin Waghmare,4,spine and pain specialist,500,97% ,Pimple Saudagar,Pune
Dr. Anuj I Gajbhiye,17,spine and pain specialist,1200,92% ,Viman Nagar,Pune
Dr. Ashwinkumar Khandge,10,spine and pain specialist,600,100% ,Pimple Gurav,Pune
Dr. Vivek Deshmukh,14,spine and pain specialist,700,93% ,Deccan Gymkhana,Pune
Dr. Shriknt Dalal,16,spine and pain specialist,1000,100% ,Baner,Pune
Dr. Praful Rawate,14,spine and pain specialist,1000,86% ,Pimpri-Chinchwad,Pune
Dr. Kedar Deogaonkar,12,spine and pain specialist,1000,88% ,Baner,Pune
Dr. Pallav bhatia,28,spine and pain specialist,1000,99% ,Wakad,Pune
Dr. Nivedita Page,17,spine and pain specialist,750,100% ,Deccan Gymkhana,Pune
Dr. Neha A Agrawal,16,dental surgeon,200,99% ,Wakad,Pune
Dr. Dragpal Singh Rajput,17,dental surgeon,400,96% ,Baner,Pune
Dr. Chandrakiran Rajput,14,dental surgeon,500,95% ,Baner,Pune
Dr. Prajakta More,16,dental surgeon,500,94% ,Koregaon Park,Pune
Dr. Hemant Patil,15,dental surgeon,300,93% ,Pimple Saudagar,Pune
Dr. Priyanka Agrawal,14,dental surgeon,200,100% ,Kalyani Nagar,Pune
Dr. Sandeep Bhirud,16,dental surgeon,500,98% ,Pimpri-Chinchwad,Pune
Dr. Jyoti Bhirud,18,dental surgeon,300,98% ,Pimpri-Chinchwad,Pune
Dr. Ankush R. Agrawal,34,dental surgeon,500,97% ,Wakad,Pune
Dr. Amit Thareja,28,dental surgeon,500,100% ,Kalyani Nagar,Pune
Dr. Preyas Gaikwad,7,dental surgeon,100,100% ,Dhanori,Pune
Dr. Sarvesh R Jaiswal,15,dental surgeon,300,98% ,Baner,Pune
Dr. Tejashree Pangare,13,dental surgeon,300,94% ,Lohegaon,Pune
Dr. Ritesh Kumar Singh,15,dental surgeon,300,100% ,Pimple Saudagar,Pune
Dr. Avinash Bamane,15,dental surgeon,500,95% ,Kharadi,Pune
Dr. Ratnika Agarwal,11,dental surgeon,300,98% ,Kharadi,Pune
Dr. Vaishali Makrand Thoke,25,dental surgeon,400,97% ,Pimple Saudagar,Pune
Dr. Ganesh,14,dental surgeon,200,97% ,Aundh,Pune
Dr. Rahul Redasani,25,dental surgeon,300,98% ,Bibvewadi,Pune
Dr. Surbhi Bhatia L,18,dental surgeon,300,97% ,Viman Nagar,Pune
Dr. Milind Darda,25,dental surgeon,500,97% ,Shivajinagar,Pune
Dr. Makarand Thoke,26,dental surgeon,400,97% ,Pimple Saudagar,Pune
Dr. Neelam Jaiswal,12,dental surgeon,325,98% ,Kharadi,Pune
Dr. Puja Bansal,24,dental surgeon,300,98% ,Kalyani Nagar,Pune
Dr. Anuradha Navade,23,dental surgeon,350,95% ,Vishrantwadi,Pune
Dr. Sana Mokashi,11,dental surgeon,200,99% ,Pimpri-Chinchwad,Pune
Dr. Apoorva Sahu,13,dental surgeon,300,100% ,Hadapsar,Pune
Dr. Navpreet Bhatia,12,dental surgeon,400,96% ,Hadapsar,Pune
Dr. Piyush Mankar,11,dental surgeon,300,95% ,Lohegaon,Pune
Dr. Heena Sonawane Sharma,13,dental surgeon,300,100% ,Viman Nagar,Pune
Dr. Komal Prakash Kamble,14,dental surgeon,300,99% ,Pashan,Pune
Dr. Rashmi Bamane,13,dental surgeon,500,99% ,Kharadi,Pune
Dr. Pradnya Kale,14,dental surgeon,300,98% ,Kothrud,Pune
Dr. Namrata A Soni,11,dental surgeon,750,99% ,Shivajinagar,Pune
Dr. Rabiya Bashi,10,dental surgeon,200,95% ,Salunke Vihar,Pune
Dr. Vishal Dhande,12,dental surgeon,200,100% ,Baner,Pune
Dr. Swati Wagale,12,dental surgeon,500,100% ,Pimple Saudagar,Pune
Dr. Manju Patel,12,dental surgeon,300,99% ,Wakad,Pune
Dr. Mudassir Shaikh,15,dental surgeon,400,99% ,Pimple Saudagar,Pune
Dr. Shubhangi Lokhande Dole,12,dental surgeon,300,100% ,Kothrud,Pune
Dr. Gayatri Nagdev,13,dental surgeon,1001,100% ,Kharadi,Pune
Dr. Rohit Ravasaheb Kamate,9,dental surgeon,200,100% ,Hinjewadi,Pune
Dr. Abhijit Bagalkot,12,dental surgeon,250,100% ,Kharadi,Pune
Dr. Bhushan Mahajan,8,dental surgeon,300,100% ,Pimple Saudagar,Pune
Dr. Pranil Survashe,12,dental surgeon,300,100% ,Kharadi,Pune
Dr. Santosh Martande,14,dental surgeon,300,100% ,Pimple Nilakh,Pune
Dr. Ashwini P,10,dental surgeon,200,100% ,Wakad,Pune
Dr. Ritesh Khandelwal,24,dental surgeon,200,93% ,Lonavala,Pune
Dr. Chinmay Gokhale,15,dental surgeon,1001,77% ,Kharadi,Pune
Dr. Shivani R,22,dental surgeon,200,100% ,Baner,Pune
Dr. Sonia Gulwani,8,dental surgeon,500,97% ,Pimple Saudagar,Pune
Dr. Jyothi Vinayan,7,dental surgeon,200,100% ,Prabhat Road,Pune
Dr. Nootan Shukla,10,dental surgeon,300,97% ,Viman Nagar,Pune
Dr. Prachi Shambharkar,9,dental surgeon,300,100% ,Lohegaon,Pune
Dr. Siddhi Thuse,5,dental surgeon,300,97% ,Balewadi,Pune
Dr. Priyanka Singh,5,dental surgeon,300,100% ,Kharadi,Pune
Dr. Pradip Thorat,8,dental surgeon,1001,100% ,Kharadi,Pune
Dr. Anisha Raj,5,dental surgeon,200,100% ,Hadapsar,Pune
Dr. Minal Niswade,11,dental surgeon,400,100% ,Aundh,Pune
Dr. Rutuja Gawali,7,dental surgeon,200,100% ,Karve Nagar,Pune
Dr. Saloni  Shah,5,dental surgeon,300,87% ,Shivajinagar,Pune
Dr. Prashant Gupta,8,dental surgeon,200,100% ,Kartraj,Pune
Dr. Varun Tomke,15,dental surgeon,300,98% ,Viman Nagar,Pune
Dr. Vishal S Mugal,15,dental surgeon,300,99% ,Kharadi,Pune
Dr. Anjali V. Mugal,14,dental surgeon,300,100% ,Kharadi,Pune
Dr. Kunal Janrao,12,dental surgeon,299,97% ,Aundh,Pune
Dr. Priyanka Tidke,17,dental surgeon,300,100% ,Viman Nagar,Pune
Dr. Vidya Pandit,24,dental surgeon,500,94% ,Baner,Pune
Dr. Shail Jaggi,29,dental surgeon,300,97% ,Koregaon Park,Pune
Dr. Archana Dixit,23,dental surgeon,300,98% ,Viman Nagar,Pune
Dr. Gaurav Gupta,19,dental surgeon,300,99% ,Wanowrie,Pune
Dr. Swapnil K. Rachha,12,dental surgeon,400,100% ,Kothrud,Pune
Dr. Sonali Ghorpade,25,dental surgeon,400,100% ,Baner,Pune
Dr. Hemlata Rokade,14,dental surgeon,200,98% ,Shivajinagar,Pune
Dr. Vishu A.Gupta,16,dental surgeon,500,100% ,Aundh,Pune
Dr. Anamika Gupta,20,dental surgeon,400,94% ,Pimple Saudagar,Pune
Dr. Abhijit Kamble,16,dental surgeon,300,99% ,Vishrantwadi,Pune
Dr. Jayashree D. Mahajan,18,dental surgeon,200,98% ,Sangavi,Pune
Dr. Sanket Patil,15,dental surgeon,500,100% ,Aundh,Pune
Dr. Bhawana Singh,17,dental surgeon,500,99% ,Kharadi,Pune
Dr. Mandar Ketkar,26,dental surgeon,400,99% ,Koregaon Park,Pune
Dr. Amol J. Pharande,21,dental surgeon,500,96% ,Aundh,Pune
Dr. Sameer Bhandari,27,dental surgeon,500,98% ,Mukund Nagar,Pune
Dr. Ashish Gupta,18,dental surgeon,500,98% ,Aundh,Pune
Dr. Bhushan Jawale,22,dental surgeon,500,98% ,Kothrud,Pune
Dr. Supriya Patil,12,dental surgeon,500,98% ,Baner,Pune
Dr. Vivek Singh Chauhan,18,dental surgeon,700,97% ,Baner Road,Pune
Dr. Prashant Babar,14,dental surgeon,300,96% ,Kothrud,Pune
Dr. Kalpak Patil,13,dental surgeon,300,99% ,Hadapsar,Pune
Dr. Gaurang Patil,17,dental surgeon,500,97% ,Baner,Pune
Dr. Samiksha Jarde,12,dental surgeon,500,98% ,Pimple Saudagar,Pune
Dr. Swati Saraf,18,dental surgeon,400,100% ,Pashan,Pune
Dr. Devika Jayesh Minase,13,dental surgeon,400,100% ,Law College Road,Pune
Dr. Amit Domale,15,dental surgeon,300,100% ,Koregaon Park,Pune
Dr. Ishita Jakhanwal,10,dental surgeon,300,100% ,Viman Nagar,Pune
Dr. Charvee Devjee,12,dental surgeon,300,100% ,Yerwada,Pune
Dr. Sachin Kothari,26,dental surgeon,300,98% ,Satara Road,Pune
Dr. Pinky Kukreja,23,dental surgeon,500,95% ,Wakad,Pune
Dr. Kaustubh Patil,14,dental surgeon,500,98% ,FC Road,Pune
Dr. Bhaskar Jadhav,44,dental surgeon,200,100% ,Lonavala,Pune
Dr. Prajakta Chaudhari,18,dental surgeon,500,100% ,Bibvewadi,Pune
Dr. Prachi Adsul,15,dental surgeon,300,96% ,Katraj,Pune
Dr. Fatema Baker,14,dental surgeon,400,98% ,Koregaon Park,Pune
Dr. Sanjay. D. Waghmare,26,dental surgeon,300,97% ,Bibvewadi,Pune
Dr. Swati Udayan Mane,14,dental surgeon,300,100% ,Katraj,Pune
Dr. Prachee Hendre,11,dental surgeon,300,100% ,Aundh,Pune
Dr. Shrenik Parmar,25,dental surgeon,300,98% ,Mukund Nagar,Pune
Dr. Priyanka Bansal,14,dental surgeon,400,99% ,Wakad,Pune
Dr. Amruta Kolte Chaudhary,11,dental surgeon,200,100% ,Balewadi,Pune
Dr. Gaurav Patil,14,dental surgeon,100,86% ,Bavdhan,Pune
Dr. Rupali Sonkar,21,dental surgeon,300,100% ,Viman Nagar,Pune
Dr. Kaveri Mootha,17,dental surgeon,300,92% ,Magarpatta City,Pune
Dr. Onkar Anantrao,11,dental surgeon,300,100% ,Kothrud,Pune
Dr. Deepali Bajpai Falleiro,15,dental surgeon,300,99% ,Kharadi,Pune
Dr. Vaishali Pagare,14,dental surgeon,300,100% ,Dhanori,Pune
Dr. Ambarish Kulkarni,21,dental surgeon,200,100% ,Swargate,Pune
Dr. Kamal Kiswani,26,dental surgeon,500,98% ,Camp,Pune
Dr. Shweta Rathi,11,dental surgeon,300,98% ,Magarpatta City,Pune
Dr. Snigdha Chandorkar,19,dental surgeon,500,99% ,FC Road,Pune
Dr. Deepinder Singh Duggal,17,dental surgeon,500,99% ,Camp,Pune
Dr. Ashima Singhal,12,dental surgeon,300,100% ,Kharadi,Pune
Dr. Neha Bandewar,16,dental surgeon,500,97% ,Pimple Saudagar,Pune
Dr. Sneha Rachha,7,dental surgeon,300,100% ,Kothrud,Pune
Dr. Aditya Jadhav,8,dental surgeon,300,100% ,Kothrud,Pune
Dr. Abhijeet Patil,13,dental surgeon,300,100% ,Ravet,Pune
Dr. Kunal Advani,10,dental surgeon,300,100% ,Prabhat Road,Pune
Dr. Shrenik Setiya,9,dental surgeon,500,100% ,Mukund Nagar,Pune
Dr. Namrata B Shetty,7,dental surgeon,500,99% ,Baner Road,Pune
Dr. Prasad R Padiyar,9,dental surgeon,300,100% ,Kothrud,Pune
Dr. Prachi Bafna,13,dental surgeon,350,100% ,Pashan,Pune
Dr. Rahul Yadav,10,dental surgeon,300,96% ,Ravet,Pune
Dr. Laxmi Surana,14,dental surgeon,200,100% ,Mukund Nagar,Pune
Dr. Amreen Khan,8,dental surgeon,200,100% ,Kharadi,Pune
Dr. Nimay Devjee,12,dental surgeon,300,100% ,Yerwada,Pune
Dr. Disha Bansal,13,dental surgeon,400,100% ,Koregaon Park,Pune
Dr. Vanita Bajaj,7,dental surgeon,500,94% ,Prabhat Road,Pune
Dr. Ninad Muley,10,dental surgeon,500,100% ,Aundh,Pune
Dr. Sayani Maity,10,dental surgeon,300,100% ,Pimple Saudagar,Pune
Dr. Aditya Sharma,4,dental surgeon,200,88% ,Pimple Saudagar,Pune
Dr. Rashmi Patil,14,neuropsychiatrist,1500,96% ,Lohegaon,Pune
Dr. Ashwini Kulkarni,14,neuropsychiatrist,1500,99% ,Pimpri-Chinchwad,Pune
Dr. Bhushan Chaudhari,11,neuropsychiatrist,1000,96% ,Pimpri-Chinchwad,Pune
Dr. Kishor Jadhavar,18,neuropsychiatrist,800,100% ,Hadapsar,Pune
Dr. Rishikesh Behere,13,neuropsychiatrist,1200,95% ,Baner,Pune
Dr. Bhushan Ambadkar,20,neuropsychiatrist,1500,100% ,Wadgaon Sheri,Pune
Dr. Nikhil Kanase,14,neuropsychiatrist,800,98% ,Pimple Saudagar,Pune
Dr. Sumit Chandak,15,neuropsychiatrist,1200,96% ,Baner,Pune
Dr. Dhananjay Vasant Neel,20,neuropsychiatrist,1650,100% ,Viman Nagar,Pune
Dr. Bhushan Mhetre,17,neuropsychiatrist,1000,97% ,Warje,Pune
Dr. Ajit Naik,13,neuropsychiatrist,500,85% ,Wakad,Pune
Dr. Sonia Malhotra,14,neuropsychiatrist,1000,99% ,Wanowrie,Pune
Dr. Neha Gupta,14,neuropsychiatrist,800,97% ,Pimple Saudagar,Pune
Dr. Amod Borkar,19,neuropsychiatrist,1800,93% ,Bavdhan,Pune
Dr. Dnyanda Nakul Deshpande,12,neuropsychiatrist,800,97% ,Deccan Gymkhana,Pune
Dr. Ankit Patel,11,neuropsychiatrist,2000,99% ,Koregaon Park,Pune
Dr. Trupti Vedpathak,19,neuropsychiatrist,1400,95% ,Baner,Pune
Dr. Sadashiv Gadekar,20,neuropsychiatrist,500,91% ,Viman Nagar,Pune
Dr. Amol Jawale,9,neuropsychiatrist,800,80% ,Wakad,Pune
Dr. Dhanashree Parab   (Physiotherapist),7,neuro physiotherapist,600,100% ,Baner Road,Pune
Dr. Anuja Reddy   (Physiotherapist),14,neuro physiotherapist,500,96% ,Kharadi,Pune
Dr. Aparna Pradhan   (Physiotherapist),17,neuro physiotherapist,500,95% ,Kalyani Nagar,Pune
Dr. Sunetra Chaudhari   (Physiotherapist),7,neuro physiotherapist,500,100% ,Kharadi,Pune
Dr. Gajanan Bhalerao   (Physiotherapist),21,neuro physiotherapist,1000,97% ,Model Colony,Pune
Dr. Avani Desai   (Physiotherapist),16,neuro physiotherapist,500,100% ,Bibvewadi,Pune
Dr. Sanjeev Kumar Singh   (Physiotherapist),22,neuro physiotherapist,400,100% ,Kondhwa,Pune
Dr. Brinda Dave   (Physiotherapist),15,neuro physiotherapist,450,97% ,Ravet,Pune
Dr. Abhijeet Toshniwal   (Physiotherapist),16,neuro physiotherapist,500,100% ,Wakad,Pune
Dr. Nidhi Agrawal   (Physiotherapist),12,neuro physiotherapist,400,100% ,Kharadi,Pune
Ms. Shweta Kurne,9,neuro physiotherapist,500,100% ,Lohegaon,Pune
Dr. Bhagirath More,17,neurosurgeon,1000,100% ,Pimple Saudagar,Pune
Dr. Rahul Patil,17,neurosurgeon,1000,100% ,Wakad,Pune
Dr. Vishal Rokade,24,neurosurgeon,1000,100% ,Pimpri-Chinchwad,Pune
Dr. Ranjitsingh Deshmukh Krantikumar,19,neurosurgeon,750,100% ,Deccan Gymkhana,Pune
Dr. Manish Baldia,8,neurosurgeon,750,100% ,Pimpri-Chinchwad,Pune
Dr. Vishal Bhasme,19,neurosurgeon,700,100% ,Pirangut,Pune
Dr. Sarang Gotecha,16,neurosurgeon,850,92% ,Wakad,Pune
Dr. Mahajan Sachin D.,13,neurosurgeon,850,100% ,Nagar Road,Pune
Dr. Sarang Rote,14,neurosurgeon,1500,67% ,Camp,Pune
Dr. Amit Dhakoji,13,neurosurgeon,900,100% ,Baner,Pune
Dr. Rahul Patil,17,spine surgeon (neuro),1000,100% ,Wakad,Pune
Dr. Vishal Bhasme,19,spine surgeon (neuro),700,100% ,Pirangut,Pune
Dr. Sarang Gotecha,16,spine surgeon (neuro),850,100% ,Wakad,Pune
Dr. Kaustubh Dindorkar,30,spine surgeon (neuro),800,96% ,Erandwane,Pune
Dr. Vivek Bonde,26,spine surgeon (neuro),500,100% ,Pimpri-Chinchwad,Pune
Dr. Nikhil Talathi,18,spine surgeon (neuro),600,100% ,Kothrud,Pune
Dr. Praveen Jain,23,spine surgeon (neuro),1200,77% ,Aundh,Pune
Dr. Amit Wagh,10,spine surgeon (neuro),500,67% ,Pimpri-Chinchwad,Pune
Dr. Tushar D Borde,15,spine surgeon (neuro),500,67% ,Pimpri-Chinchwad,Pune
Dr. Sandeep G Jawale,12,spine surgeon (neuro),700,100% ,Talegaon,Pune
Dr. Shyama Prasad Roy,37,general physician,700,82% ,Jadavpur,Kolkata
Dr. Sandip Rungta,23,general physician,700,99% ,Beadon Street,Kolkata
Dr. Debasish Saha,43,general physician,1500,86% ,Salt Lake,Kolkata
Dr. Kaushik Saha,20,general physician,350,100% ,Gariahat,Kolkata
Dr. Soumik Banerjee,20,general physician,800,99% ,Khardaha,Kolkata
Dr. Soumik Debnath,13,general physician,550,69% ,Salt Lake,Kolkata
Dr. Amitabha Saha,22,general physician,1200,100% ,Mukundapur,Kolkata
Dr. Rishav Mukherjee,6,general physician,600,71% ,Kidderpore ,Kolkata
Dr. Subhasish Biswas,34,general physician,600,100% ,Southern Avenue,Kolkata
Dr. Sourav Dhara,13,general physician,600,50% ,Kolkata Airport,Kolkata
Dr. Anjan Kumar Siotia,24,general physician,1600,100% ,Alipore,Kolkata
Dr. Anirban Das,23,general physician,1000,100% ,Dhakuria,Kolkata
Dr. Sadajit Banerjee,10,general physician,800,69% ,Beliaghata,Kolkata
Dr. Pratik Dasgupta,23,general physician,900,94% ,Baghajatin,Kolkata
Dr. Kundan Chaurasia,18,general physician,1500,100% ,Bhawanipore,Kolkata
Dr. Sanjay Agarwal,35,general physician,1000,80% ,Minto Park,Kolkata
Dr. Sadia Rifat,2,general physician,250,100% ,Dumdum,Kolkata
Dr. Manaskumar Mandal,33,general physician,1200,50% ,Salt Lake,Kolkata
Dr. Prosenjit Choudhury,19,general surgeon,500,71% ,Dumdum,Kolkata
Dr. Anuj Kanti Poddar,31,general surgeon,500,83% ,Dumdum,Kolkata
Dr. Diptangshu Das,9,general surgeon,500,99% ,Jadavpur,Kolkata
Dr. Subimal Gangopadhyay,37,general surgeon,800,100% ,Kankurgachi,Kolkata
Dr. Sandip Chakrabarti,35,general surgeon,1000,100% ,Salt Lake,Kolkata
Dr. Soumitra Chandra,31,general surgeon,800,100% ,Salt Lake,Kolkata
Dr. Sanjay Debaksi,44,general surgeon,1500,88% ,Mukundapur,Kolkata
Dr. Purnendu Bhowmik,17,general surgeon,1100,82% ,Baghajatin,Kolkata
Dr. Somak Ghosh,19,general surgeon,600,100% ,Beliaghata,Kolkata
Dr. Mukesh Kumar Vijay,22,general surgeon,1000,100% ,Alipore,Kolkata
Dr. Debasish Chatterjee,10,general surgeon,1000,100% ,Beliaghata,Kolkata
Dr. Anshuman Poddar,12,general surgeon,800,80% ,Salt Lake,Kolkata
Dr. Atindriya Biswas,25,general surgeon,800,100% ,Salt Lake,Kolkata
Dr. Tanmoy Mukherjee,9,general surgeon,800,100% ,Dhakuria,Kolkata
Dr. Nagesh Mandapaka,37,general surgeon,600,100% ,Baghajatin,Kolkata
